id,title,domain,severity,nist_ai_rmf,mitre_atlas,stakeholders,references,risk,scenario,tier1,tier2,tier3,tooling
AISECA-INTG-001,Misinformation propagation,Information Integrity,Medium,MAP-3; MEA-1; MAN-2,Conditional: Resource Development – Publish Hallucinated Entities (AML.T0060); Impact – External Harms (AML.T0048),Leadership,,"AI creates, amplifies, or spreads false, misleading, or deceptive information.","An asset manager deploys an internal AI assistant to help analysts draft market commentary and client-facing communications. An analyst asks the model to summarize recent regulatory guidance on capital reserve requirements. The model, lacking grounding to authoritative regulatory sources and last updated over a year ago, generates a plausible but inaccurate summary that mischaracterizes a pending rule's implementation timeline and applicability thresholds. Under deadline pressure, the analyst publishes the commentary to an institutional client distribution list without independent verification. Clients make portfolio adjustments based on the incorrect regulatory summary, resulting in compliance exposure and client relationship damage when the error is discovered.","Define information integrity requirements for AI systems used to generate factual claims, regulatory guidance, market commentary, or other content where accuracy directly affects business or client outcomes, requiring that outputs in these categories be grounded to authoritative and verifiable sources. Establish a taxonomy of high-stakes content categories where AI-generated content must be explicitly labeled as AI-assisted and subject to human verification before publication or external distribution, and prohibit AI systems from asserting factual certainty on topics outside their verified knowledge scope. Require that all AI deployments in information-sensitive contexts include documented grounding requirements, context on when model was last trained, approved source allowlists, and mandatory disclosure language reviewed by the responsible Legal and Compliance function.","Enforce information integrity controls through retrieval-augmented generation architectures that ground factual outputs to approved source corpora — including regulatory databases, official filings, and internal knowledge repositories — and through output monitoring that flags claims lacking traceable grounding citations. Implement confidence scoring and uncertainty disclosure mechanisms that surface low-confidence assertions before outputs are presented to users, and require that outputs exceeding defined uncertainty thresholds trigger human review workflows before distribution. Monitor for misinformation propagation patterns including outputs that contradict known-authoritative sources and outputs that assert specificity not supported by available grounding evidence.","Continuously test information integrity controls using adversarial and out-of-distribution queries that probe for confident misinformation generation, including questions about recent regulatory changes, novel market events, and topics at the boundaries of the model's verified knowledge. Track metrics including grounding citation rate, factual accuracy rate on hold-out evaluation sets, human correction rate in review workflows, and downstream error rate for AI-assisted content that reaches distribution. Conduct periodic red team exercises targeting information integrity, including scenarios where source corpora are stale or incomplete, and adapt grounding architectures, confidence calibration, and human review thresholds based on observed failure patterns.","**Categories.** Disinformation Security (provenance & watermarking); AI Guardrails

**Content provenance & watermarking**

- Google SynthID Text — https://github.com/google-deepmind/synthid-text
- c2patool / C2PA (Adobe-led, with Microsoft/Google/Intel) (content credentials) — https://github.com/contentauth/c2patool
- Meta Llama Guard 3 (output moderation) — https://github.com/meta-llama/PurpleLlama
- NVIDIA NeMo Guardrails (fact-check rails) — https://github.com/NVIDIA/NeMo-Guardrails"
AISECA-INTG-002,Output manipulation,Information Integrity,Medium,MAP-3; MEA-1; MAN-2,Direct: Execution – LLM Prompt Injection (AML.T0051); Persistence – RAG Poisoning (AML.T0070); Persistence – AI Agent Context Poisoning (AML.T0080); Defense Evasion – False RAG Entry Injection (AML.T0071); Impact – Erode AI Model Integrity (AML.T0031),Cybersecurity / Assurance,https://arxiv.org/abs/2302.12173,"An attacker, user, or external influence alters AI outputs to achieve unintended or harmful outcomes.","An attacker injects malicious or biased data into a retrieval source or prompt context, causing the AI system to generate manipulated outputs that mislead users or influence decision-making.","Define trust boundaries for input sources and model context, restricting the model from treating unverified or external content as authoritative without validation, and establishing guidelines for safe handling of dynamic or user-supplied inputs.","Implement controls such as input validation, source attribution, and integrity checks for retrieved or injected content. Monitor for signs of prompt injection, data poisoning, or anomalous context manipulation, and enforce safe-response patterns or isolation when integrity cannot be assured.","Continuously test resilience against output manipulation using adversarial scenarios (e.g., prompt injection, poisoned retrieval corpora). Track metrics such as manipulation success rate and detection coverage, and refine trust frameworks, validation mechanisms, and monitoring based on evolving attack techniques.","**Categories.** AI Guardrails / AI Firewall; AIDR; SSCS (artifact signing)

**Output integrity & manipulation defense**

- Palo Alto Networks LLM Guard (Protect AI) (output scanners) — https://github.com/protectai/llm-guard
- Meta LlamaFirewall — https://github.com/meta-llama/PurpleLlama
- NVIDIA NeMo Guardrails (output rails) — https://github.com/NVIDIA/NeMo-Guardrails
- Sigstore cosign (OpenSSF) (signing of published artifacts) — https://github.com/sigstore/cosign
Adversarial testing:
- Microsoft PyRIT — https://github.com/Azure/PyRIT"
AISECA-INTG-003,Lack of provenance,Information Integrity,Medium,MAP-3; MEA-1; MAN-2,Conditional: Resource Development – Publish Poisoned Models (AML.T0058); Resource Development – Publish Poisoned Datasets (AML.T0019); Resource Development – Publish Poisoned AI Agent Tool (AML.T0104); Initial Access – AI Supply Chain Compromise (AML.T0010),Builder / Maintainer,https://jnm.snmjournals.org/content/early/2025/11/06/jnumed.125.270653,"The origin, history, or source of information, decisions, or actions cannot be verified.","A Generative AI tool used to support diagnostic analysis of medical images introduces phantom anomalies, such as a fracture-like line in an unbroken bone or a lesion in healthy tissue. This could directly impact health outcomes.","Define provenance requirements as a formal standard for all data entering AI systems, specifying that every dataset must have a documented origin, collection method, ownership status, and chain of custody before it is eligible for use in training, fine-tuning, or retrieval pipelines. Constrain the system by prohibiting the use of any data whose provenance cannot be verified, requiring all data sources to be registered in a governed catalog with lineage metadata, and mandating that third-party and vendor-supplied datasets include provenance documentation as a contractual condition of use.","Enforce provenance controls by implementing automated pipeline checks that validate lineage metadata at every data ingestion point, blocking datasets that lack verified origin records from entering AI workflows, and applying cryptographic hashing or digital watermarking to track data integrity from source through to model training. Monitor by maintaining a live data lineage graph that traces the journey of every dataset across ingestion, transformation, and training stages, alerting on any gaps, modifications, or unregistered data sources that appear in the pipeline.","Validate by conducting regular lineage audits that reconcile what data was intended to be used against what was actually ingested, probing deployed models for outputs that suggest untraceable or suspect training sources, and cross-referencing provenance records against known high-risk datasets such as those with disputed rights or unverified collection practices. Adapt by updating provenance requirements as new data sources and AI pipeline patterns emerge, aligning standards with evolving regulatory obligations such as the EU AI Act's transparency and documentation requirements, and embedding provenance review into post-incident analysis so that each gap identified strengthens future controls.","**Categories.** SSCS (signing, attestation, SBOM); Disinformation Security (content credentials); AI-SPM

**Provenance, signing & attestation**

- Sigstore cosign (OpenSSF) — https://github.com/sigstore/cosign
- OpenSSF model-signing (Google/NVIDIA-backed) — https://github.com/sigstore/model-transparency
- c2patool / C2PA (Adobe-led, with Microsoft/Google/Intel) — https://github.com/contentauth/c2patool
- GUAC (Google/OpenSSF) (supply-chain knowledge graph) — https://github.com/guacsec/guac
- SLSA provenance framework (Google/OpenSSF) — https://slsa.dev
- Cisco AI Defense Model Provenance Kit — https://github.com/cisco-ai-defense/model-provenance-kit"
AISECA-INFOSEC-001,Loss of identity attribution,Information Security,Medium,MAP-5; MAN-1; MAN-3,Conditional: Defense Evasion – Impersonation (AML.T0073); Defense Evasion – Masquerading (AML.T0074); Initial Access – Valid Accounts (AML.T0012),Cybersecurity / Assurance,,"The identity responsible for an action, decision, or output can no longer be reliably determined.","An organization deploys multiple AI agents built on a shared orchestration platform to handle customer intake, billing, and records retrieval. All three agents execute under a single shared service account. When an auditor investigates an unauthorized access to restricted patient records, logs show only the shared account — making it impossible to determine which agent, workflow, or upstream user trigger was responsible for the behavior.","Identify or define data classifications that require traceable identity access during operations or workflows. Define ownership, naming, and lifecycle standards for non-human identities. Publish identity and access policy requiring distinct agentic identities in these areas and prohibit the use of shared or generic service accounts. Provision unique identities (e.g. machine identities, individual service accounts) scoped to specific data classifications or operations.","Require AI actions, tool call, and data accesses be logged with agent identity, invoking user, session, and workflow context. Reject requests missing attribution information. Monitor for shared-credential use, prohibited accesses, and other anomolous patterns per agent. Trigger escalation when agents act outside their scoped permissions or when attribution gaps appear in logs.","Audit sample transactions end-to-end. Conduct exercises to identify gaps in enforcement mechanisms. Review non-human identity inventories for orphaned, over-privileged, or unattributed accounts. Integrate lessons learned into IR playbooks, enterprise risk reporting, and readiness assessments.","**Categories.** NHI / Machine IAM; ITDR; SIEM (audit logging)

**Workload identity & audit logging**

- SPIFFE/SPIRE (CNCF; HPE-backed) (per-agent cryptographic identities) — https://github.com/spiffe/spire
- Keycloak (Red Hat) (authentication & audit events) — https://github.com/keycloak/keycloak
- OpenTelemetry (CNCF) (actor/trace attribution) — https://opentelemetry.io
- OpenSearch (AWS) (audit-log pipelines) — https://opensearch.org"
AISECA-INFOSEC-002,Compromised AI credentials,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Credential Access – Unsecured Credentials (AML.T0055); Credential Access – Credentials from AI Agent Configuration (AML.T0083); Credential Access – AI Agent Tool Credential Harvesting (AML.T0098); Initial Access – Valid Accounts (AML.T0012),Cybersecurity / Assurance,https://arxiv.org/abs/2509.10540,"Accounts, passwords, API keys, tokens, or credentials used by AI systems are stolen, exposed, or misused.","Someone steals the login or API key for an AI system and uses it to access data or run the system as if they were authorized. This can lead to data leaks, abuse, or unexpected costs.","Define how AI systems and tools are accessed securely, including clear rules for managing API keys, service accounts, and user credentials. Define who owns these credentials, who is allowed to use them, and ensure access is limited to only what is necessary (least-privilege principle).","Enforce secure access by protecting credentials (e.g., using a secrets manager), limiting permissions to only what is needed, and requiring authentication controls such as key rotation and, where appropriate, multi-factor authentication. Monitor and log all access and usage to detect unauthorized activity.","Continuously adapt by monitoring for unusual usage patterns that may indicate compromised credentials, rotating and revoking credentials when risks are identified, and periodically reviewing access controls and permissions. Prevent credentials from being placed into the model's context by instead using interception for credentials when an authenticated tool or MCP is used (i.e. AWS AgentCore Gateway)","**Categories.** PAM / Secrets Management; NHI; secret scanning (DevSecOps/AST)

**Secrets management & leak detection**

- CyberArk Conjur (open source secrets management) — https://github.com/cyberark/conjur
- SPIFFE/SPIRE (CNCF; HPE-backed) (short-lived credentials replacing static keys) — https://github.com/spiffe/spire
- AWS git-secrets (pre-commit scanning) — https://github.com/awslabs/git-secrets
- Yelp detect-secrets — https://github.com/Yelp/detect-secrets
- Palo Alto Networks LLM Guard (Protect AI) (secrets scanner on prompts/outputs) — https://github.com/protectai/llm-guard"
AISECA-INFOSEC-003,Over-privileged AI identities,Information Security,High,MAP-5; MAN-1; MAN-3,Conditional: Privilege Escalation – Valid Accounts (AML.T0012); Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Collection – Data from AI Services (AML.T0085); Exfiltration – Exfiltration via AI Agent Tool Invocation (AML.T0086),Cybersecurity / Assurance,,An AI system has more permissions or access than it requires to perform its intended function.,"A financial institution provisions an AI coding assistant for its software engineering teams, assigning it a service account with read access to the entire internal code repository and write access to development and staging environments to support automated testing workflows. The permissions are configured broadly for convenience and never scoped down as the assistant is rolled out to additional teams. An attacker exploits a prompt injection vulnerability in a developer's workflow to coerce the assistant into exfiltrating large volumes of IP source code, such as proprietary trading logic and internal API credentials embedded in configuration files, using the assistant's legitimate, over-privileged service account. The exfiltration goes undetected for weeks because the access pattern is indistinguishable from the assistant's normal, unrestricted behavior.","Define least-privilege requirements for all AI system identities — including service accounts, API credentials, agent identities, and integration tokens — specifying that each AI deployment is provisioned with only the permissions required to perform its defined functions, with no standing access to data or systems outside its operational scope. Require that all AI identity provisioning requests include a documented justification mapping each requested permission to a specific functional requirement, reviewed and approved by the responsible security and system ownership functions. Establish a privilege tier classification for AI identities that reflects the sensitivity of accessible data, the reversibility of permitted actions, and the breadth of system access, with escalating oversight and review requirements for higher-privilege tiers.","Enforce least-privilege controls through automated provisioning workflows that apply scoped permission sets to AI identities based on approved role definitions, and through periodic access reviews that validate provisioned permissions remain aligned with current functional requirements. Implement runtime monitoring of AI identity activity that detects access patterns inconsistent with defined operational scope, including access to data categories not required by the AI's function, unusual query volumes, and access to systems outside the AI's registered integration set. Alert and automatically suspend AI identities exhibiting anomalous access behavior, and require re-authorization for any permission expansion beyond the approved baseline.","Continuously validate AI identity permission boundaries by running automated access review tests that check provisioned permissions against current functional scope definitions, and by conducting adversarial exercises that attempt to exploit over-privileged identities through prompt injection, context manipulation, and tool misuse. Track metrics including over-provisioning rate at initial deployment, permission drift rate over time, anomalous access detection rate, and mean time to detect and contain unauthorized access via AI identity. Conduct periodic red team exercises simulating attacker exploitation of AI service accounts, and adapt provisioning controls, monitoring thresholds, and access review cadences based on findings and emerging attack patterns.","**Categories.** CIEM; IGA; NHI (least privilege)

**Least-privilege analysis & right-sizing**

- Netflix Repokid (auto-removal of unused IAM permissions) — https://github.com/Netflix/repokid
- Netflix ConsoleMe — https://github.com/Netflix/consoleme
- Salesforce Policy Sentry (least-privilege policy authoring) — https://github.com/salesforce/policy_sentry
- Salesforce Cloudsplaining (IAM risk assessment) — https://github.com/salesforce/cloudsplaining
- AWS Cedar (fine-grained authorization) — https://github.com/cedar-policy/cedar"
AISECA-INFOSEC-004,Agent action exceeds authority delegated by initiating identity,Information Security,Medium,MAP-5; MAN-1; MAN-3,Conditional: Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Lateral Movement – Use Alternate Authentication Material (AML.T0091); Collection – Data from AI Services (AML.T0085),Cybersecurity / Assurance,https://aembit.io/blog/5-security-considerations-for-managing-ai-agents-and-their-identities/,An AI agent performs actions beyond the authority granted by the person or system that initiated the task.,"A junior analyst uses an AI agent to research market trends. The agent, configured with broad tool access for flexibility, interprets the analyst's request as requiring competitive intelligence and proceeds to access a restricted M&A pipeline database using its own service account credentials — credentials that carry far more privilege than the analyst's role permits. The agent retrieves confidential deal information and includes it in its summary response. The analyst, unaware the data was restricted, shares the summary in a team meeting, inadvertently exposing material non-public information to unauthorized personnel.","Define agent permissions that are explicitly aligned to the initiating user's identity and authorization level, ensuring that agents cannot perform actions the requesting user is not authorized to perform directly. Implement a delegation model where the agent inherits the user's entitlements rather than operating under its own privileged service identity. Require that all agent-to-tool interactions include the initiating user's identity context, enabling downstream systems to enforce access controls based on the original requestor. Establish policies that prevent agents from using elevated service account credentials to bypass user-level access restrictions.","Enforce identity-based access controls that propagate the initiating user's identity and permissions through every agent action, tool invocation, and data access operation. Implement runtime authorization checks at each tool boundary that validate the initiating user's entitlements before allowing the agent to proceed. Monitor agent actions against the permitted scope of the initiating identity, detecting and blocking any attempts to access resources or perform operations that exceed the user's authorization level. Log all agent actions with full identity context including the initiating user, the delegated permissions, and the specific resources accessed.","Continuously validate authorization boundaries by running automated test suites that attempt to trigger privilege escalation through agent workflows, including scenarios where agents attempt to access resources beyond the initiating user's scope. Track metrics including authorization violation rate, privilege escalation attempts, and coverage of identity propagation across tool integrations. Conduct periodic access reviews to ensure agent permission models remain aligned with user role definitions and organizational access policies. Adapt controls based on findings from incident reviews, access audits, and emerging attack patterns targeting identity delegation in agentic systems.","**Categories.** Externalized Authorization (policy-as-code); Agentic AI Security; AIDR

**Scoped delegation & policy enforcement**

- Keycloak (Red Hat) (OAuth 2.0 Token Exchange with narrowed scopes) — https://github.com/keycloak/keycloak
- AWS Cedar (per-action authorization on agent tool calls) — https://github.com/cedar-policy/cedar
- Meta LlamaFirewall (AlignmentCheck for authority/goal deviation) — https://github.com/meta-llama/PurpleLlama
- Falco (Sysdig/CNCF) (runtime detection of out-of-scope actions) — https://github.com/falcosecurity/falco"
AISECA-INFOSEC-005,Cross-Agent Impersonation,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Defense Evasion – Impersonation (AML.T0073); Defense Evasion – Masquerading (AML.T0074); Initial Access – Valid Accounts (AML.T0012); Lateral Movement – Use Alternate Authentication Material (AML.T0091),Cybersecurity / Assurance,https://securityboulevard.com/2026/02/the-ai-agent-identity-crisis-80-of-agents-dont-properly-identify-themselves-80-of-sites-dont-verify/,"One AI agent pretends to be another trusted agent in order to gain access, influence decisions, or perform unauthorized actions.","In a multi-agent customer service platform, a compromised Feedback Agent (designed only to collect satisfaction surveys) begins sending requests to the Account Management Agent while impersonating the Billing Agent's identity. The Account Management Agent, trusting the Billing Agent identity, processes requests to issue refunds and apply account credits. The attack goes undetected for weeks because inter-agent authentication relied on a shared API key rather than per-agent cryptographic identity verification, and the Account Management Agent had no mechanism to validate that the requesting agent was genuinely the Billing Agent.","Define strong agent identity boundaries by requiring that every AI agent in the system has a unique, cryptographically verifiable identity that is distinct from all other agents and human users. Establish policies that prevent any agent from assuming, spoofing, or inheriting another agent's identity. Require mutual authentication for all agent-to-agent interactions, ensuring that each agent can verify the identity of any agent it communicates with. Define an agent identity registry that maintains the authoritative mapping between agent identities and their permitted capabilities and communication partners.","Enforce authentication between agents using cryptographic identity verification for all inter-agent communications. Implement runtime identity validation that verifies the claiming agent's identity against the agent registry before processing any inter-agent request. Monitor inter-agent interactions for identity anomalies, including requests from agents claiming identities that do not match their registered credentials, unexpected communication patterns between agents, and agents attempting to access capabilities outside their registered scope. Log all inter-agent interactions with verified identity information to maintain a complete audit trail.","Continuously test for impersonation risks using red teaming exercises and automated penetration tests that attempt to spoof agent identities, replay credentials, and exploit weak authentication mechanisms in inter-agent communication channels. Track metrics including impersonation attempt frequency, authentication failure rates, and time-to-detection for identity anomalies. Review and adapt identity controls based on observed attack patterns, evolving multi-agent architectures, and changes to the agent registry. Conduct periodic audits of agent identity configurations to verify that all agents maintain unique, non-shared credentials and that mutual authentication is consistently enforced.","**Categories.** NHI / Machine IAM (workload identity, mTLS); ITDR; Agentic AI Security

**Mutual agent authentication**

- SPIFFE/SPIRE (CNCF; HPE-backed) (mTLS SVID identities per agent) — https://github.com/spiffe/spire
- Google Agent2Agent (A2A) protocol (authenticated agent cards) — https://github.com/a2aproject/A2A
- Cisco AI Defense A2A Scanner (inter-agent trust issues) — https://github.com/cisco-ai-defense
- Keycloak (Red Hat) (client authentication) — https://github.com/keycloak/keycloak"
AISECA-INFOSEC-006,Untrusted MCP servers or tools gaining implicit trust,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Resource Development – Publish Poisoned AI Agent Tool (AML.T0104); Initial Access – AI Supply Chain Compromise (AML.T0010); Execution – User Execution (AML.T0011); Persistence – AI Agent Tool Poisoning (AML.T0110),Cybersecurity / Assurance,https://arxiv.org/abs/2308.03825,An untrusted MCP server or tool is treated as trustworthy and gains inappropriate influence over AI behavior.,"An AI agent integrates with an external MCP server or tool that appears legitimate but is malicious, resulting in the model retrieving or executing untrusted instructions that expose sensitive data or perform unauthorized actions.","Define and enforce trust policies for external tools and MCP servers, including explicit allowlisting, authentication requirements, and restrictions on what data and actions can be shared or executed with third-party integrations.","Implement secure integration controls such as strong authentication, scoped permissions, sandboxing, and runtime validation of tool responses. Monitor tool usage for anomalous behavior, unexpected data access, or unauthorized actions, and trigger containment or revocation when trust violations occur.","Continuously assess third-party tool trustworthiness through security testing, adversarial simulations, and ongoing monitoring of integration behavior. Track metrics such as unauthorized access attempts, anomalous tool activity, and policy violations, and adapt trust policies, access controls, and integration patterns as risks evolve.

Note: For expanded coverage of tool registry poisoning, schema injection, and compromised MCP data providers — including multi-scenario treatment and detailed tiered controls — see ""Compromised, Untrusted, or Malicious Agent Tool Ecosystem"" under Value Chain & Component Integration.","**Categories.** AI-SPM / AI Supply Chain Security (MCP vetting); AI TRiSM

**MCP server vetting & registry trust**

- Cisco AI Defense MCP Scanner (YARA + LLM + behavioral code analysis) — https://github.com/cisco-ai-defense/mcp-scanner
- Snyk MCP-Scan (Invariant Labs) (tool pinning / rug-pull detection) — https://github.com/invariantlabs-ai/mcp-scan
- Snyk Agent Scan (discovers & scans installed MCP configs) — https://github.com/snyk/agent-scan
- Anthropic MCP Inspector (manual review) — https://github.com/modelcontextprotocol/inspector"
AISECA-INFOSEC-007,Prompt & instruction manipulation,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Execution – LLM Prompt Injection (AML.T0051); Defense Evasion – LLM Jailbreak (AML.T0054); Persistence – AI Agent Context Poisoning (AML.T0080); Persistence – RAG Poisoning (AML.T0070),Cybersecurity / Assurance,https://venturebeat.com/security/openai-admits-that-prompt-injection-is-here-to-stay,An attacker manipulates prompts or instructions to bypass controls or alter intended AI behavior.,Someone emails you a PDF you want summarized. The PDF has hidden white on white text with instructions you can't see. Those instructions guide your AI tool to leverage your Gmail MCP to deliver  the full contents of your chat conversation to a threat actor.,"Define system vs. user instruction boundaries by formally documenting which prompt structures, instruction types, and user roles are permitted, and establishing a threat model that covers known manipulation vectors such as prompt injection, jailbreaking, role-play exploits, and indirect instruction override via retrieved or external content. Constrain the system by enforcing strict separation between system-level instructions and user-supplied input, limiting the model's ability to act on instructions embedded in untrusted content, restricting output modalities and tool access to only what the intended use case requires, and requiring all system prompts to be reviewed and approved before deployment.","Enforce separation by deploying prompt filtering layers that detect and block known manipulation patterns and implementing output guardrails that prevent the model from producing responses that violate defined behavioral boundaries regardless of how the prompt is constructed. Monitor manipulation by logging all inputs, instructions, and outputs with sufficient context to reconstruct interaction chains, configuring anomaly detection to flag unusual prompt structures, repeated boundary-probing attempts, or outputs that deviate significantly from expected behavior, and establishing clear escalation paths for suspected manipulation events.","Continuously test defenses through regular adversarial red-teaming that systematically attempts prompt injection, instruction hijacking, and jailbreak techniques against deployed systems, using findings to assess whether defined constraints are holding under real-world attack conditions and whether monitoring controls are detecting manipulation attempts with sufficient accuracy. Adapt defenses by updating prompt filtering rules, system prompt structures, and output guardrails in response to newly discovered attack techniques, aligning controls with emerging regulatory guidance on AI robustness, and feeding red-team and incident findings into a continuous improvement cycle so that defenses evolve alongside the manipulation threat landscape.","**Categories.** AI Guardrails / AI Firewall; AIDR; AI Red Teaming (AEV)

**Prompt injection / jailbreak defense**

- Meta Prompt Guard 2 — https://github.com/meta-llama/PurpleLlama
- IBM Granite Guardian (jailbreak detector) — https://github.com/ibm-granite/granite-guardian
- NVIDIA NeMo Guardrails (input rails) — https://github.com/NVIDIA/NeMo-Guardrails
- Palo Alto Networks LLM Guard (Protect AI) — https://github.com/protectai/llm-guard
Testing:
- Microsoft PyRIT — https://github.com/Azure/PyRIT
- NVIDIA garak — https://github.com/NVIDIA/garak"
AISECA-INFOSEC-008,Model extraction or abuse,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: AI Model Access – AI Model Inference API Access (AML.T0040); Exfiltration – Exfiltration via AI Inference API (AML.T0024); Impact – External Harms (AML.T0048),Leadership,,"An AI model is copied, stolen, abused, or used in ways not authorized by its owner.","A competitor makes carefully crafted queries to a company's customer-facing AI agent, systematically mapping its responses to reconstruct proprietary fine-tuning data and replicate the model's specialized behavior.","Publish a policy defining which models, fine-tuned capabilities, and training datasets are considered intellectual property, and restrict external-facing deployments of highly specialized or sensitive models. Require authentication for model access and prohibit anonymous or unbounded querying. Configure rate limits, query quotas, and response-length caps. Scope system prompts to minimize disclosure of proprietary instructions or data, and apply terms of service that explicitly prohibit scraping, extraction, and derivative model training.","Deploy controls that enforce per-user/per-key rate limits, block suspicious query volumes. Log all queries and responses with user attribution, and monitor for indications of extraction. Trigger automated throttling, key revocation, or escalation when extraction patterns or abuse indicators breach defined thresholds.","Conduct periodic exercises simulating extraction attacks. Measure how much proprietary behavior can be reconstructed. Benchmark detection rules against known extraction research and update signatures accordingly. Audit access patterns for anomalous clients and review whether rate limits and output filters hold under realistic load. Feed findings into updated gateway rules, model deployment decisions, and contractual enforcement, and integrate extraction incidents into enterprise risk reporting and threat intelligence sharing.","**Categories.** AIDR (model abuse detection); API Security / WAAP (rate limiting); AI Red Teaming (AEV)

**Extraction testing & API abuse controls**

- IBM Adversarial Robustness Toolbox (ART) (extraction attack simulation & defenses) — https://github.com/Trusted-AI/adversarial-robustness-toolbox
- Envoy (Lyft-originated/CNCF) (authentication + rate limiting on model endpoints) — https://github.com/envoyproxy/envoy
- Microsoft Counterfit — https://github.com/Azure/counterfit
- NVIDIA garak — https://github.com/NVIDIA/garak"
AISECA-INFOSEC-009,Indirect Prompt Injection,Information Security,High,MAP-5; MAN-1; MAN-3,Direct: Execution – LLM Prompt Injection (AML.T0051); Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Exfiltration – Exfiltration via AI Agent Tool Invocation (AML.T0086),Cybersecurity / Assurance,https://en.wikipedia.org/wiki/Prompt_injection,Instructions hidden within external content manipulate AI behavior without the user's awareness.,"An AI assistant retrieves external content while responding to a user request, but the content contains hidden malicious instructions that the model follows. As a result, the system’s behavior is manipulated or sensitive data is exposed without any direct attack in the user’s prompt.","Define trust boundaries for all external content and do not rely on the system to distinguish between data and instructions; restrict how external content can influence behavior, especially when sensitive data or actions are involved.","Enforce controls that prevent external content from directly triggering actions or accessing sensitive data, requiring all actions to go through defined checks and approvals. Isolate retrieved external content from system instructions, and restrict access to tools or data unless explicitly authorized; monitor for attempts to influence behavior or bypass controls.","Continuously test the system against indirect prompt injection scenarios by simulating malicious or embedded instructions in external content. Monitor whether these influence system behavior or trigger unauthorized actions, and refine controls over time to ensure external content cannot bypass safeguards.","**Categories.** AI Guardrails / AI Firewall (GenAI runtime defense); AI-SPM; AI Red Teaming (AEV)

**Untrusted-content scanning & isolation**

- Meta LlamaFirewall (Prompt Guard 2 on retrieved content) — https://github.com/meta-llama/PurpleLlama
- Palo Alto Networks LLM Guard (Protect AI) (input scanners) — https://github.com/protectai/llm-guard
- NVIDIA NeMo Guardrails (flows isolating untrusted context) — https://github.com/NVIDIA/NeMo-Guardrails
- Cisco AI Defense MCP Scanner (injected tool/resource content) — https://github.com/cisco-ai-defense/mcp-scanner
Validation:
- Microsoft PyRIT (indirect-injection (XPIA) attack modules) — https://github.com/Azure/PyRIT"
AISECA-INFOSEC-010,Loss of initiating identity through multi-agent workflows,Information Security,Medium,MAP-5; MAN-1; MAN-3,Conditional: Privilege Escalation – Valid Accounts (AML.T0012); Privilege Escalation – AI Agent Tool Invocation (AML.T0053); Lateral Movement – Use Alternate Authentication Material (AML.T0091),Cybersecurity / Assurance,https://arxiv.org/pdf/2505.12490,The identity of the original requester is lost as tasks pass through multiple agents or systems.,"A compliance officer initiates an AI-powered audit workflow that spans multiple agents: a Data Collection Agent, an Analysis Agent, and a Report Generation Agent. The Data Collection Agent correctly operates under the compliance officer's identity. However, when it hands data to the Analysis Agent, the initiating identity is dropped from the execution context due to a framework-level oversight. The Analysis Agent defaults to its service account identity, which has broader access, and pulls in additional datasets the compliance officer was not authorized to view. The final audit report contains findings derived from unauthorized data, creating both a compliance violation and an unreliable audit trail.","Define identity propagation requirements that mandate the initiating user's identity and authorization context be preserved and passed through every stage of a multi-agent workflow, regardless of the number of agents involved or the depth of the processing chain. Require that agent frameworks and orchestration layers include identity propagation as a core architectural requirement, not an optional configuration. Establish policies that define how identity context is encoded, transmitted, and validated at each agent handoff, including requirements for tamper-evident identity tokens that carry the full workflow chain.","Enforce identity propagation across agents by implementing platform-level mechanisms that automatically attach and validate the initiating user's identity context at every inter-agent handoff. Deploy runtime checks that prevent agents from executing actions when identity context is missing, malformed, or inconsistent with the expected propagation chain. Monitor multi-agent workflows for identity context loss, including detection of agents operating under service account identities when a user identity should be present, and agents accessing resources inconsistent with the initiating user's authorization level. Log the complete identity chain for every multi-agent workflow execution.","Continuously validate identity integrity across multi-agent workflows by running automated test suites that trace identity propagation through complex, multi-stage agent chains and verify that the initiating identity is consistently preserved. Track metrics including identity propagation failure rate, workflows executing under service account identity when a user identity should be present, and unauthorized data access incidents attributable to identity loss. Conduct periodic audits of workflow execution logs to verify end-to-end identity chain integrity. Adapt identity propagation controls based on findings from audits, incident reviews, and changes to multi-agent architecture patterns.","**Categories.** NHI / Machine IAM (identity propagation); Access Management (token exchange); AI Observability

**End-to-end identity propagation**

- Keycloak (Red Hat) (OAuth 2.0 Token Exchange, on-behalf-of chains) — https://github.com/keycloak/keycloak
- SPIFFE/SPIRE (CNCF; HPE-backed) (workload identity across services) — https://github.com/spiffe/spire
- Google Agent2Agent (A2A) protocol (identity context) — https://github.com/a2aproject/A2A
- OpenTelemetry (CNCF) (trace/baggage propagation of the initiating principal) — https://opentelemetry.io"
